Skill,Category
Film Critic,misc_tools
Horticultural Therapist,misc_tools
Organizational Development Consultant,misc_tools
Biochemist,misc_tools
Advertising Copywriter,office_productivity
Market Analyst,analytics_visualization
Petroleum Engineer,misc_tools
User Interface Designer,graphics_design
Nurse Educator,misc_tools
Healthcare Administrator,misc_tools
Publicist,misc_tools
Occupational Health Specialist,misc_tools
Database Administrator,databases
Clinical Dietitian,misc_tools
Equity Analyst,misc_tools
Web Developer,programming_languages
Brand Designer,graphics_design
Chiropractic Assistant,misc_tools
Sports Agent,misc_tools
Fashion Merchandiser,misc_tools
User Experience Designer,graphics_design
Orthopedic Surgeon,misc_tools
Medical Technologist,misc_tools
Quality Control Inspector,misc_tools
Wildlife Photographer,graphics_design
Visual Effects Artist,graphics_design
Forensic Psychologist,misc_tools
Biomedical Scientist,misc_tools
Supply Chain Manager,project_management
School Psychologist,misc_tools
Veterinary Technologist,misc_tools
Airline Pilot,misc_tools
Costume Designer,graphics_design
Medical Records Technician,misc_tools
Physical Therapist Assistant,misc_tools
Automotive Engineer,misc_tools
Computer Programmer,programming_languages
Insurance Underwriter,misc_tools
Pharmacist,misc_tools
